date,time,end_time,venue,event_name,session_info,availability_status
2026-09-29,16:20:00,21:20:00,吹上ホール,ウエイトリフティング,女子＋86kg級 グループA ／表彰式／ 男子＋110kg級 グループA／表彰式 / メダル,BUY
2026-09-29,17:15:00,22:30:00,パロマ瑞穂スタジアム,陸上競技（トラック/フィールド） ,メダル,LIMITED
2026-09-30,06:30:00,17:30:00,春日井カントリークラブ 東コース,ゴルフ,男子＆女子 第1ラウンド（個人戦・団体戦）,SOLD_OUT
2026-09-30,09:00:00,11:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 予選 ／ 女子クワッド 予選,SOLD_OUT
2026-09-30,10:00:00,20:00:00,名古屋金城ふ頭アリーナ,スカッシュ,女子団体戦プールマッチ ／ 男子団体戦準々決勝 ／ 女子団体戦準々決勝,BUY
2026-09-30,10:00:00,21:00:00,東山公園テニスセンター,テニス,男子シングルス３回戦 ／ 男子ダブルス準々決勝 ／ 女子シングルス準々決勝 ／ 女子ダブルス３回戦 ／ 男女混合ダブルス３回戦,BUY
2026-09-30,11:00:00,14:00:00,IGアリーナ,柔道,予選・敗者復活戦・準決勝 ／ 女子 -48kg / 女子 -52kg ／ 男子 -60kg / 男子 -66kg,BUY
2026-09-30,14:00:00,16:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 予選 ／ 女子クワッド 予選,LIMITED
2026-09-30,15:50:00,20:35:00,NGKアリーナ,水泳 (水球),男子予選ステージ（3試合）,BUY
2026-09-30,17:00:00,19:30:00,IGアリーナ,柔道,3位決定戦・決勝・表彰式 ／ 女子 -48kg / 女子 -52kg ／ 男子 -60kg / 男子 -66kg / メダル,BUY
2026-10-01,06:30:00,17:30:00,春日井カントリークラブ 東コース,ゴルフ,男子＆女子 第2ラウンド（個人戦・団体戦）,SOLD_OUT
2026-10-01,09:00:00,11:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 予選 ／ 女子クワッド 予選,SOLD_OUT
2026-10-01,09:00:00,19:15:00,パロマ瑞穂ラグビー場,ラグビー（ラグビー7s）,男子予選ラウンド （12試合） ／ 女子予選ラウンド （8試合）,BUY
2026-10-01,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,男子準決勝,BUY
2026-10-01,09:00:00,18:30:00,愛知県武道館,コンバットスポーツ (柔術),"予選・敗者復活戦・準決勝 ／ 三位決定戦・決勝・表彰式 ／ 女子 -48kg ／ 男子 -62kg, -69kg / メダル",BUY
2026-10-01,10:00:00,18:30:00,NGKホール,体操 (新体操),個人 予選,BUY
2026-10-01,10:00:00,21:00:00,小牧市スポーツ公園総合体育館,バレーボール,男子9位-16位決定戦（4試合）,LIMITED
2026-10-01,10:00:00,21:00:00,東山公園テニスセンター,テニス,男子シングルス準々決勝 ／ 男子ダブルス準決勝 ／ 女子シングルス準決勝 ／ 女子ダブルス準々決勝 ／ 男女混合ダブルス準々決勝,LIMITED
2026-10-01,10:30:00,20:30:00,名古屋金城ふ頭アリーナ,スカッシュ,男子団体戦準決勝 ／ 女子団体戦準決勝,BUY
2026-10-01,11:00:00,14:00:00,IGアリーナ,柔道,予選・敗者復活戦・準決勝 ／ 女子 -57kg / 女子 -63kg / 女子 -70kg ／ 男子 -73kg / 男子 -81kg,BUY
2026-10-01,14:00:00,16:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 予選 ／ 女子クワッド 予選,LIMITED
2026-10-01,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,男子準決勝,BUY
2026-10-01,14:15:00,20:35:00,NGKアリーナ,水泳 (水球),男子準々決勝（4試合）,SOLD_OUT
2026-10-01,17:00:00,19:30:00,IGアリーナ,柔道,3位決定戦・決勝・表彰式 ／ 女子 -57kg / 女子 -63kg / 女子 -70kg ／ 男子 -73kg / 男子 -81kg / メダル,BUY
2026-10-02,06:30:00,17:30:00,春日井カントリークラブ 東コース,ゴルフ,男子＆女子 第3ラウンド（個人戦・団体戦）,SOLD_OUT
2026-10-02,09:00:00,11:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 予選 ／ 女子クワッド 予選,SOLD_OUT
2026-10-02,09:00:00,16:00:00,パロマ瑞穂ラグビー場,ラグビー（ラグビー7s）,男子9位-12位決定戦 （2試合） ／ 男子準々決勝 （4試合） ／ 女子予選ラウンド （4試合） ／ 男子9位-12位決定戦 （2試合）,BUY
2026-10-02,09:00:00,18:30:00,愛知県武道館,コンバットスポーツ (柔術),"予選・敗者復活戦・準決勝 ／ 三位決定戦・決勝・表彰式 ／ 女子 -52kg ／ 男子 -77kg, -94kg / メダル",BUY
2026-10-02,10:00:00,21:00:00,小牧市スポーツ公園総合体育館,バレーボール,男子9位-16位決定戦（4試合）,LIMITED
2026-10-02,10:00:00,21:00:00,東山公園テニスセンター,テニス,男子シングルス準決勝 ／ 男子ダブルス決勝 ／ 女子シングルス決勝 ／ 女子ダブルス準決勝 ／ 男女混合ダブルス準決勝／メダル,LIMITED
2026-10-02,11:00:00,14:00:00,IGアリーナ,柔道,予選・敗者復活戦・準決勝 ／ 女子 -78kg / 女子 +78kg ／ 男子 -90kg / 男子 -100kg /男子 +100kg,BUY
2026-10-02,13:30:00,19:00:00,名古屋金城ふ頭アリーナ,スカッシュ,女子団体戦決勝 ／ 男子団体戦決勝 ／ 表彰式 / メダル,BUY
2026-10-02,14:00:00,16:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 準決勝 ／ 女子クワッド 準決勝,SOLD_OUT
2026-10-02,14:15:00,20:35:00,NGKアリーナ,水泳 (水球),男子5-8位決定戦 （2試合）/ 男子準決勝 （2試合）,BUY
2026-10-02,17:00:00,19:30:00,IGアリーナ,柔道,3位決定戦・決勝・表彰式 ／ 女子 -78kg / 女子 +78kg ／ 男子 -90kg / 男子 -100kg /男子 +100kg / メダル,BUY
2026-10-02,18:00:00,20:45:00,NGKホール,体操 (新体操),団体 予選,BUY
2026-10-03,06:30:00,18:00:00,春日井カントリークラブ 東コース,ゴルフ,男子＆女子 第4ラウンド（個人戦・団体戦）／ 表彰式 / メダル,LIMITED
2026-10-03,09:00:00,13:00:00,パロマ瑞穂アリーナ,セパタクロー,男子クワッド 決勝 ／ 女子クワッド 決勝／ 男子クワッド、女子クワッド表彰式 / メダル,SOLD_OUT
2026-10-03,09:00:00,19:15:00,パロマ瑞穂ラグビー場,ラグビー（ラグビー7s）,男子5位-8位決定戦（2試合） ／ 男子準決勝（2試合） ／ 女子5位-8位決定戦（2試合） ／ 女子準決勝（2試合） ／ 男子9位-12位決定戦（2試合） ／ 女子7位決定戦 ／ メダル女子5位決定戦 ／ 男子7位決定戦 ／ 男子5位決定戦 ／ 女子3位決定戦 ／ 男子3位決定戦 ／ 女子決勝 ／ 男子決勝 / ,LIMITED
2026-10-03,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,男子3位決定戦 / メダル,BUY
2026-10-03,09:00:00,16:30:00,愛知県武道館,コンバットスポーツ (柔術),予選・敗者復活戦・準決勝 ／ 三位決定戦・決勝・表彰式 ／ 女子 -63kg ／ 男子 -85kg / メダル,BUY
2026-10-03,10:00:00,21:00:00,小牧市スポーツ公園総合体育館,バレーボール,男子9位-16位決定戦（4試合）,LIMITED
2026-10-03,10:00:00,21:00:00,東山公園テニスセンター,テニス, 男子シングルス決勝 ／ 女子ダブルス決勝 ／  男女混合ダブルス決勝 / メダル,LIMITED
2026-10-03,11:00:00,14:00:00,IGアリーナ,柔道,予選・敗者復活戦・準決勝 ／ 男女混合団体,BUY
2026-10-03,13:00:00,16:15:00,NGKホール,体操 (新体操),個人 決勝 / メダル,LIMITED
2026-10-03,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,男子決勝 / メダル,SOLD_OUT
2026-10-03,14:15:00,21:15:00,NGKアリーナ,水泳 (水球),男子7位決定戦 / 男子5位決定戦 / 男子3位決定戦 / 男子決勝 / メダル,LIMITED
2026-10-03,15:00:00,21:30:00,豊田スタジアム,サッカー,男子3位決定戦 ／ 男子決勝戦 ／ 表彰式 / メダル,LIMITED
2026-10-03,17:00:00,19:30:00,IGアリーナ,柔道,3位決定戦・決勝・表彰式 ／ 男女混合団体 / メダル,BUY
2026-10-03,19:00:00,21:15:00,NGKホール,体操 (新体操),団体 決勝 / メダル,LIMITED
2026-10-04,18:00:00,19:30:00,パロマ瑞穂スタジアム,閉会式,セレモニー,LIMITED
